194.380	1
194.876	2
195.372	3
195.868	4
196.364	1
196.860	2
197.355	3
197.851	4
198.347	1
198.843	2
199.339	3
199.835	4
200.331	1
200.826	2
201.322	3
201.818	4
202.314	1
202.810	2
203.306	3
203.802	4
204.298	1
204.793	2
205.289	3
205.785	4
206.281	1
206.777	2
207.273	3
207.769	4
208.264	1
208.760	2
209.256	3
209.752	4
210.248	1
210.744	2
211.240	3
211.736	4
212.231	1
212.727	2
213.223	3
213.719	4
214.215	1
214.711	2
215.207	3
215.702	4
216.198	1
216.694	2
217.190	3
217.686	4
218.182	1
218.678	2
219.174	3
219.669	4
220.165	1
220.661	2
221.157	3
221.653	4
222.149	1
222.645	2
223.140	3
223.636	4
224.132	1
224.628	2
225.124	3
225.620	4
226.116	1
226.612	2
227.107	3
227.603	4
228.099	1
228.595	2
229.091	3
229.587	4
230.083	1
230.579	2
231.074	3
231.570	4
232.066	1
232.562	2
233.058	3
233.554	4
234.050	1
234.545	2
235.041	3
235.537	4
236.033	1
236.529	2
237.025	3
237.521	4
238.017	1
238.512	2
239.008	3
239.504	4
240.000	1
240.496	2
240.992	3
241.488	4
241.983	1
242.479	2
242.975	3
243.471	4
243.967	1
244.463	2
244.959	3
245.455	4
